typecd	workcd	itemcd	causecd	classcd	itemnm	causenm	classnm	itemno	delfg	lastupddt	deflinno	materialcd
NFSL757G120655	TC0005	F0117	28021	Z001	ピットNG	自-ダイボンド	ZD	25	0	2016-06-13 16:35:36.000	159	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0118	21433	B001	XYZΘズレ	素子	Blue	26	0	2016-06-13 16:35:36.000	61	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0118	21433	Z001	XYZΘズレ	素子	ZD	26	0	2016-06-13 16:35:36.000	82	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0118	28021	Z001	XYZΘズレ	自-ダイボンド	ZD	26	0	2016-06-13 16:35:36.000	100	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0119	21433	B001	ニードル跡NG	素子	Blue	27	0	2016-06-13 16:35:36.000	38	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0119	21433	Z001	ニードル跡NG	素子	ZD	27	0	2016-06-13 16:35:36.000	96	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0119	28021	Z001	ニードル跡NG	自-ダイボンド	ZD	27	0	2016-06-13 16:35:36.000	137	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0120	21433	B001	マーカー混入	素子	Blue	28	0	2016-06-13 16:35:36.000	39	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0120	21433	Z001	マーカー混入	素子	ZD	28	0	2016-06-13 16:35:36.000	84	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0120	28021	Z001	マーカー混入	自-ダイボンド	ZD	28	0	2016-06-13 16:35:36.000	128	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0491	28021	1001	装置トラブル	自-ダイボンド	通常	1	0	2016-06-13 16:35:36.000	202	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0506	28025	1001	ﾀﾞｲｼﾝｸﾞｽﾞﾚ	自-タイバーカット	通常	1	0	2016-06-13 16:35:36.000	113	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0515	28021	B001	XYズレ	自-ダイボンド	Blue	63	0	2016-06-13 16:35:36.000	60	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0516	28021	B001	θズレ	自-ダイボンド	Blue	64	0	2016-06-13 16:35:36.000	85	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0517	28021	B001	Zθズレ	自-ダイボンド	Blue	65	0	2016-06-13 16:35:36.000	63	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0518	28021	B001	ブリード	自-ダイボンド	Blue	70	0	2016-06-13 16:35:36.000	42	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0519	28021	B001	コレットマーク	自-ダイボンド	Blue	71	0	2016-06-13 16:35:36.000	56	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0520	28021	B001	チップ無し	自-ダイボンド	Blue	72	0	2016-06-13 16:35:36.000	57	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0521	28021	B001	チップ多数	自-ダイボンド	Blue	73	0	2016-06-13 16:35:36.000	34	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0522	28022	1001	強度試験数	自-ワイヤーボンド	通常	101	0	2016-06-13 16:35:36.000	64	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0523	28022	B001	1st-B'gミス	自-ワイヤーボンド	Blue	102	0	2016-06-13 16:35:36.000	133	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0523	28022	Z001	1st-B'gミス	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	146	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0524	28022	B001	2nd-B'gミス	自-ワイヤーボンド	Blue	103	0	2016-06-13 16:35:36.000	122	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0524	28022	Z001	2nd-B'gミス	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	126	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0525	28022	B001	P-2ndハネ	自-ワイヤーボンド	Blue	104	0	2016-06-13 16:35:36.000	135	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0525	28022	Z001	P-2ndハネ	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	175	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0526	28022	B001	N-2ndハネ	自-ワイヤーボンド	Blue	105	0	2016-06-13 16:35:36.000	76	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0526	28022	Z001	N-2ndハネ	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	164	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0527	28022	B001	P-2ndめくれ	自-ワイヤーボンド	Blue	106	0	2016-06-13 16:35:36.000	101	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0527	28022	Z001	P-2ndめくれ	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	177	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0529	28022	B001	N-2ndめくれ	自-ワイヤーボンド	Blue	107	0	2016-06-13 16:35:36.000	78	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0529	28022	Z001	N-2ndめくれ	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	165	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0530	28022	B001	P-付かず	自-ワイヤーボンド	Blue	108	0	2016-06-13 16:35:36.000	127	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0530	28022	Z001	P-付かず	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	118	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0531	28022	B001	N-付かず	自-ワイヤーボンド	Blue	109	0	2016-06-13 16:35:36.000	116	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0531	28022	Z001	N-付かず	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	132	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0532	28022	B001	P-剥がれ	自-ワイヤーボンド	Blue	110	0	2016-06-13 16:35:36.000	129	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0532	28022	Z001	P-剥がれ	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	181	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0533	28022	B001	N-剥がれ	自-ワイヤーボンド	Blue	111	0	2016-06-13 16:35:36.000	52	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0533	28022	Z001	N-剥がれ	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	170	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0534	28022	B001	ボール径小	自-ワイヤーボンド	Blue	112	0	2016-06-13 16:35:36.000	98	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0534	28022	Z001	ボール径小	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	183	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0535	28022	B001	ループ変形	自-ワイヤーボンド	Blue	113	0	2016-06-13 16:35:36.000	110	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0535	28022	Z001	ループ変形	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	124	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0621	28025	1001	電極バリ	自-タイバーカット	通常	160	0	2016-06-13 16:35:36.000	105	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0622	28025	1001	製品飛び	自-タイバーカット	通常	161	1	2018-12-28 08:28:11.000	68	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0623	28025	1001	発光面ズレ	自-タイバーカット	通常	162	1	2018-12-28 08:32:40.000	83	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0624	28025	1001	電極面ズレ	自-タイバーカット	通常	163	1	2018-12-28 08:26:29.000	109	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0724	28006	1001	PKG汚れ	自-受入	通常	1007	0	2018-12-28 10:35:50.767	10	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0910	28025	1001	電極面異物付着	自-タイバーカット	通常	1	1	2018-12-28 08:22:38.000	123	NFSL757G120655.CTA
NFSL757G120655	TC0005	F0927	28006	1001	受入ﾏｰｷﾝｸﾞ	自-受入	通常	7	0	2016-06-13 16:35:36.000	47	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1029	21433	1001	ﾁｯﾌﾟﾀﾞﾐｰﾊﾟﾀｰﾝ	素子	通常	62	0	2016-06-13 16:35:36.000	22	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1029	21433	Z001	ﾁｯﾌﾟﾀﾞﾐｰﾊﾟﾀｰﾝ	素子	ZD	62	0	2016-06-13 16:35:36.000	102	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1029	28021	Z001	ﾁｯﾌﾟﾀﾞﾐｰﾊﾟﾀｰﾝ	自-ダイボンド	ZD	62	0	2016-06-13 16:35:36.000	134	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1038	21433	B001	その他自責・不明	素子	Blue	30	0	2016-06-13 16:35:36.000	33	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1038	21433	Z001	その他自責・不明	素子	ZD	30	0	2016-06-13 16:35:36.000	139	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1038	28006	1001	その他自責・不明	自-受入	通常	14	0	2016-06-13 16:35:36.000	23	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1038	28021	1001	その他自責・不明	自-ダイボンド	通常	99	0	2016-06-13 16:35:36.000	49	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1038	28021	Z001	その他自責・不明	自-ダイボンド	ZD	30	0	2016-06-13 16:35:36.000	94	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1038	28022	1001	その他自責・不明	自-ワイヤーボンド	通常	142	0	2016-06-13 16:35:36.000	55	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1038	28024	1001	その他自責・不明	自-モールド	通常	150	0	2016-06-13 16:35:36.000	26	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1038	28025	1001	その他自責・不明	自-タイバーカット	通常	158	0	2016-06-13 16:35:36.000	32	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1067	28022	1001	付かず免責	自-ワイヤーボンド	通常	501	0	2016-06-13 16:35:36.000	31	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1068	28022	1001	付かず（変色）免責	自-ワイヤーボンド	通常	502	0	2016-06-13 16:35:36.000	19	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1069	28022	1001	剥がれ免責	自-ワイヤーボンド	通常	503	0	2016-06-13 16:35:36.000	51	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1106	28006	1001	BM免責	自-受入	通常	1012	0	2016-06-13 16:35:35.000	14	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1141	28006	1001	PKG凹み	自-受入	通常	1	0	2016-06-13 16:35:36.000	53	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1142	28006	1001	B'g凸	自-受入	通常	2	0	2016-06-13 16:35:36.000	41	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1143	28006	1001	B'g荒れ	自-受入	通常	3	0	2016-06-13 16:35:36.000	20	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1144	28006	1001	ダム基板メッキぶつ	自-受入	通常	4	0	2016-06-13 16:35:35.000	13	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1145	28006	1001	平滑化樹脂部割れ	自-受入	通常	5	0	2016-06-13 16:35:35.000	12	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1146	28006	1001	平滑化樹脂部凹み	自-受入	通常	6	0	2016-06-13 16:35:36.000	24	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1147	28006	1001	ベース基板側異物付着	自-受入	通常	1008	0	2016-06-13 16:35:35.000	9	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1151	28025	1001	樹脂染み出し	自-タイバーカット	通常	1	1	2018-12-28 08:31:57.000	43	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1166	28022	1001	部材交換免責	自-ワイヤーボンド	通常	1	0	2016-06-13 16:35:36.000	117	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1176	28022	1001	ｶｯﾄｴﾗｰ	自-ワイヤーボンド	通常	1001	0	2016-06-13 16:35:35.000	1	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1176	28022	B001	ｶｯﾄｴﾗｰ	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	149	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1178	28022	1001	ﾀｯﾁ高さ異常	自-ワイヤーボンド	通常	1003	0	2016-06-13 16:35:35.000	3	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1178	28022	B001	ﾀｯﾁ高さ異常	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	187	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1179	28022	1001	ﾜｲﾔｰﾌｨｰﾄﾞ量ｴﾗｰ	自-ワイヤーボンド	通常	1004	0	2016-06-13 16:35:35.000	4	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1179	28022	B001	ﾜｲﾔｰﾌｨｰﾄﾞ量ｴﾗｰ	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	176	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1180	28022	1001	装置ﾐｽ（その他）	自-ワイヤーボンド	通常	1005	0	2016-06-13 16:35:35.000	5	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1180	28022	B001	装置ﾐｽ（その他）	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	189	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1187	28022	1001	スパークミス	自-ワイヤーボンド	通常	1002	0	2016-06-13 16:35:35.000	2	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1187	28022	B001	スパークミス	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	138	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1190	28022	B001	2nd位置ズレ	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	184	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1190	28022	Z001	2nd位置ズレ	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	186	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1193	28022	B001	エルボードロップ	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	190	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1193	28022	Z001	エルボードロップ	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	192	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1237	28025	1001	切削粉付着	自-タイバーカット	通常	1	0	2016-06-13 16:35:36.000	131	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1265	28006	1001	PKGｼｮｰﾄ	自-受入	通常	1006	0	2016-06-13 16:35:36.000	45	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1266	28006	1001	ﾍﾞｰｽ基板側PKGｼｮｰﾄ	自-受入	通常	1009	0	2016-06-13 16:35:36.000	29	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1267	28006	1001	ﾍﾞｰｽ基板側B'g凹み	自-受入	通常	1010	0	2016-06-13 16:35:36.000	18	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1432	28021	B001	ﾁｯﾌﾟｸﾗｯｸ	自-ダイボンド	Blue	1	0	2016-06-13 16:35:36.000	201	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1432	28021	Z001	ﾁｯﾌﾟｸﾗｯｸ	自-ダイボンド	ZD	1	0	2016-06-13 16:35:36.000	188	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1433	28021	1001	樹脂調整ミス	自-ダイボンド	通常	1	0	2016-06-13 16:35:36.000	142	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1434	28021	1001	ﾁｯﾌﾟ異物付着	自-ダイボンド	通常	1	0	2016-06-13 16:35:36.000	167	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1435	28021	1001	BM不一致	自-ダイボンド	通常	1	0	2016-06-13 16:35:36.000	156	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1436	28022	B001	1stボール位置ズレ	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	196	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1436	28022	Z001	1stボール位置ズレ	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	198	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1437	28022	B001	1stボール径大	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	199	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1437	28022	Z001	1stボール径大	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	148	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1438	28022	B001	1stボール偏芯	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	173	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1438	28022	Z001	1stボール偏芯	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	162	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1439	28022	B001	1stボール浮き	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	194	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1439	28022	Z001	1stボール浮き	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	154	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1440	28022	B001	2nd圧痕異常	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	179	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1440	28022	Z001	2nd圧痕異常	自-ワイヤーボンド	ZD	1	0	2016-06-13 16:35:36.000	168	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1441	28022	B001	P-2nd補強ハネ	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	172	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1442	28022	B001	N-2nd補強ハネ	自-ワイヤーボンド	Blue	1	0	2016-06-13 16:35:36.000	160	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1443	28022	1001	2ndハネ免責	自-ワイヤーボンド	通常	1	0	2016-06-13 16:35:36.000	185	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1444	28024	1001	樹脂量異常（ノズル詰まり起因）	自-モールド	通常	1	0	2016-06-13 16:35:36.000	174	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1445	28024	1001	樹脂量異常（樹脂這い上がり起因）	自-モールド	通常	1	0	2016-06-13 16:35:36.000	203	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1446	28024	1001	樹脂量異常（樹脂量調整ミス起因）	自-モールド	通常	1	0	2016-06-13 16:35:36.000	180	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1447	28024	1001	樹脂量多（その他起因）	自-モールド	通常	1	0	2016-06-13 16:35:36.000	200	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1448	28024	1001	樹脂量少（その他起因）	自-モールド	通常	1	0	2016-06-13 16:35:36.000	166	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1449	28024	1001	ワイヤータッチ	自-モールド	通常	1	0	2016-06-13 16:35:36.000	191	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1450	28024	1001	樹脂はじき	自-モールド	通常	1	0	2016-06-13 16:35:36.000	197	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1451	28024	1001	樹脂表面異常	自-モールド	通常	1	0	2016-06-13 16:35:36.000	178	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1452	28025	1001	取りこぼし【DC起因】	自-タイバーカット	通常	1	0	2018-12-28 10:39:43.407	155	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1453	28025	1001	取りこぼし【前工程】	自-タイバーカット	通常	1	0	2018-12-28 10:39:17.923	144	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1454	28025	1001	個片化前クラック【前工程】	自-タイバーカット	通常	1	0	2018-12-28 10:38:32.297	130	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1455	28025	1001	個片化前クラック【自工程】	自-タイバーカット	通常	1	0	2018-12-28 10:38:02.893	193	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1456	28025	1001	個片化後クラック【前工程】	自-タイバーカット	通常	1	0	2018-12-28 10:37:28.610	182	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1457	28025	1001	個片化後クラック【自工程】	自-タイバーカット	通常	1	0	2018-12-28 10:36:54.330	195	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1458	28025	1001	PKG剥離	自-タイバーカット	通常	1	1	2018-12-28 08:23:19.000	161	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1459	28025	1001	表層削れ	自-タイバーカット	通常	1	0	2018-12-28 10:40:27.410	150	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1537	28025	1001	樹脂ﾊﾞﾘ（Z1側）	自-タイバーカット	通常	1	0	2016-06-13 16:35:35.000	15	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1538	28025	1001	樹脂ﾊﾞﾘ（Z2側）	自-タイバーカット	通常	1	0	2016-06-13 16:35:36.000	37	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1539	28025	1001	取りこぼし	自-タイバーカット	通常	1	0	2016-06-13 16:35:36.000	21	NFSL757G120655.CTA
NFSL757G120655	TC0005	F1690	28025	1001	ﾌﾞﾚｰﾄﾞ破損	自-タイバーカット	通常	1	0	2016-06-13 16:35:35.000	7	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0001	28021	1001	作業ミス	自-ダイボンド	通常	98	0	2016-06-13 16:35:37.000	59	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0001	28022	1001	作業ミス	自-ワイヤーボンド	通常	139	0	2016-06-13 16:35:37.000	95	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0001	28024	1001	作業ミス	自-モールド	通常	148	0	2016-06-13 16:35:37.000	58	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0001	28025	1001	作業ミス	自-タイバーカット	通常	157	0	2016-06-13 16:35:37.000	92	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0003	28024	1001	搬送ミス	自-モールド	通常	1	0	2016-06-13 16:35:36.000	27	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0003	28025	1001	搬送ミス	自-タイバーカット	通常	1	0	2016-06-13 16:35:36.000	17	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0004	28006	1001	その他免責	自-受入	通常	1011	0	2016-06-13 16:35:36.000	25	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0004	28021	1001	その他免責	自-ダイボンド	通常	100	0	2016-06-13 16:35:37.000	81	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0004	28022	1001	その他免責	自-ワイヤーボンド	通常	143	0	2016-06-13 16:35:37.000	104	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0004	28024	1001	その他免責	自-モールド	通常	153	0	2016-06-13 16:35:37.000	97	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0004	28025	1001	その他免責	自-タイバーカット	通常	164	0	2016-06-13 16:35:37.000	86	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0005	28021	1001	ｺﾞﾐ付着	自-ダイボンド	通常	96	0	2016-06-13 16:35:36.000	16	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0006	28022	1001	ゴミ混入	自-ワイヤーボンド	通常	138	0	2016-06-13 16:35:37.000	70	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0006	28024	1001	ゴミ混入	自-モールド	通常	146	0	2016-06-13 16:35:37.000	93	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0007	28022	1001	装置ミス	自-ワイヤーボンド	通常	140	0	2016-06-13 16:35:37.000	99	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0009	28022	1001	プラズマミス	自-ワイヤーボンド	通常	141	0	2016-06-13 16:35:37.000	89	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0011	21433	B001	異物付着	素子	Blue	24	0	2016-06-13 16:35:36.000	35	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0011	21433	Z001	異物付着	素子	ZD	24	0	2016-06-13 16:35:37.000	125	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0011	28021	Z001	異物付着	自-ダイボンド	ZD	24	0	2016-06-13 16:35:37.000	169	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0012	21433	B001	変色	素子	Blue	29	0	2016-06-13 16:35:36.000	8	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0012	21433	Z001	変色	素子	ZD	29	0	2016-06-13 16:35:37.000	111	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0012	28021	Z001	変色	自-ダイボンド	ZD	29	0	2016-06-13 16:35:37.000	163	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0014	28006	1001	電極異常	自-受入	通常	12	0	2016-06-13 16:35:37.000	71	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0016	21433	B001	電極傷	素子	Blue	19	0	2016-06-13 16:35:36.000	11	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0016	21433	Z001	電極傷	素子	ZD	19	0	2016-06-13 16:35:37.000	108	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0016	28021	Z001	電極傷	自-ダイボンド	ZD	19	0	2016-06-13 16:35:37.000	141	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0016	28025	1001	電極傷	自-タイバーカット	通常	154	1	2018-12-28 08:24:25.000	74	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0021	28021	B001	樹脂付着	自-ダイボンド	Blue	68	0	2016-06-13 16:35:37.000	69	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0022	28021	B001	樹脂飛散	自-ダイボンド	Blue	69	0	2016-06-13 16:35:37.000	87	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0023	28024	1001	樹脂漏れ	自-モールド	通常	149	0	2016-06-13 16:35:37.000	72	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0024	28024	1001	気泡	自-モールド	通常	151	0	2016-06-13 16:35:37.000	121	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0029	28006	1001	Ag未着	自-受入	通常	10	0	2016-06-13 16:35:37.000	79	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0030	28006	1001	B'g異物付着	自-受入	通常	7	0	2016-06-13 16:35:36.000	40	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0031	28006	1001	B'g傷	自-受入	通常	6	0	2016-06-13 16:35:37.000	115	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0033	28006	1001	B'g変色	自-受入	通常	9	0	2016-06-13 16:35:37.000	80	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0034	28006	1001	B'g凹み	自-受入	通常	8	0	2016-06-13 16:35:37.000	103	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0041	28006	1001	L/S幅異常	自-受入	通常	11	0	2016-06-13 16:35:36.000	46	NFSL757G120655.CTA
NFSL757G120655	TC0044	F0043	28006	1001	チッピング	自-受入	通常	4	0	2018-12-28 10:32:21.020	65	NFSL757G120
